subject,code,course,section,type,days,time
AAAS,105,Intro To Asian Philosophy(LEC),A 0,Lecture,TR,1:15 pm - 2:40 pm
AAAS,105,Intro To Asian Philosophy(DIS),A01,Discussion,F,8:30 am - 9:30 am
AAAS,105,Intro To Asian Philosophy(DIS),A02,Discussion,F,9:40 am - 10:40 am
AAAS,105,Intro To Asian Philosophy(DIS),A03,Discussion,F,9:40 am - 10:40 am
AAAS,105,Intro To Asian Philosophy(DIS),A04,Discussion,F,10:50 am - 11:50 am
AAAS,188A,Intro to Indian Vocal Music,01,Discussion,TR,2:50 pm - 3:50 pm
AAAS,188F,Chinese Music Ensemble,01,Discussion,MW,1:10 pm - 2:10 pm
AAAS,188F,Chinese Music Ensemble,01,Discussion,MW,1:10 pm - 2:10 pm
AAAS,230,Contemporary Chinese Cinemas,01,Discussion,MW,4:20 pm - 6:40 pm
AAAS,240,Korean Lit & Culture:Pre 20thc,01,Discussion,TR,10:05 am - 11:30 am
AAAS,250,Japanese Cinema,90,Lecture,TR,11:40 am - 1:05 pm
AAAS,252,Mediev/Early Mod JPN Lit/Cult,90,Lecture,TR,4:25 pm - 5:50 pm
AAAS,273,Chinese Civilization,01,Discussion,TR,10:05 am - 11:30 am
AAAS,280E,History of Asian America,01,Discussion,TR,11:40 am - 1:05 pm
AAAS,280J,Comparative Politics of Asia,01,Discussion,MWF,10:50 am - 11:50 am
AAAS,280L,Confucian Ethics,01,Discussion,MW,7:25 pm - 8:50 pm
AAAS,280P,Food &the Korean/American Wave,01,Discussion,MW,4:40 pm - 6:05 pm
AAAS,281T,"Environment & Empire,1750-1950",90,Lecture,TR,11:40 am - 1:05 pm
AAAS,284C,Women's Lives So.Asia&Diasp,01,Discussion,MWF,8:30 am - 9:30 am
AAAS,317,The Economy Of China,01,Discussion,MWF,1:10 pm - 2:10 pm
AAAS,354,The Tale of Genji,90,Lecture,MW,5:50 pm - 7:15 pm
AAAS,355,Aspects of Multilingualism,90,Lecture,TR,1:15 pm - 2:40 pm
AAAS,374,China In The 20th Century,A 0,Lecture,MW,12:00 pm - 1:00 pm
AAAS,374,China In The 20th Century,A01,Discussion,F,12:00 pm - 1:00 pm
AAAS,374,China In The 20th Century,A02,Discussion,F,12:00 pm - 1:00 pm
AAAS,374,China In The 20th Century,A03,Discussion,F,1:10 pm - 2:10 pm
AAAS,374,China In The 20th Century,A04,Discussion,F,1:10 pm - 2:10 pm
AAAS,380B,The Korean Conundrum,01,Discussion,MWF,12:00 pm - 1:00 pm
AAAS,380C,American Race Wars,01,Discussion,TR,1:15 pm - 2:40 pm
AAAS,380K,Dances of South Asia,01,Discussion,TR,1:15 pm - 2:35 pm
AAAS,380N,"Class, Globalizatn & Human Dev",01,Discussion,M,5:50 pm - 8:50 pm
AAAS,382S,Korean Encounters,01,Discussion,TR,2:50 pm - 4:15 pm
AAAS,386D,Beijing Opera Combat II,01,Discussion,TR,3:35 pm - 5:45 pm
AAAS,386E,Beijing Opera Character Types,01,Discussion,TR,3:35 pm - 5:45 pm
AAAS,397,Independent Study,01,Independent Study,,TBA
AAAS,397,Independent Study,02,Independent Study,,TBA
AAAS,397,Independent Study,03,Independent Study,,TBA
AAAS,397,Independent Study,04,Independent Study,,TBA
AAAS,397,Independent Study,05,Independent Study,,TBA
AAAS,397,Independent Study,06,Independent Study,,TBA
AAAS,397,Independent Study,07,Independent Study,,TBA
AAAS,397,Independent Study,08,Independent Study,,TBA
AAAS,397,Independent Study,09,Independent Study,,TBA
AAAS,397,Independent Study,10,Independent Study,,TBA
AAAS,397,Independent Study,11,Independent Study,,TBA
AAAS,397,Independent Study,12,Independent Study,,TBA
AAAS,397,Independent Study,13,Independent Study,,TBA
AAAS,397,Independent Study,15,Independent Study,,TBA
AAAS,397,Independent Study,16,Independent Study,,TBA
AAAS,397,Independent Study,17,Independent Study,,TBA
AAAS,397,Independent Study,18,Independent Study,,TBA
AAAS,397,Independent Study,19,Independent Study,,TBA
AAAS,397,Independent Study,20,Independent Study,,TBA
AAAS,397,Independent Study,21,Independent Study,,TBA
AAAS,397,Independent Study,22,Independent Study,,TBA
AAAS,397,Independent Study,23,Independent Study,,TBA
AAAS,397,Independent Study,24,Independent Study,,TBA
AAAS,397A,Independent Study,17,Independent Study,,TBA
AAAS,431,Confucianism in Korea,01,Discussion,TR,8:30 am - 9:55 am
AAAS,453,Trauma in JPN Lit & Film,90,Lecture,TR,8:30 am - 9:55 am
AAAS,462,Confucius' Analects,01,Discussion,TR,1:15 pm - 2:40 pm
AAAS,480B,Fourth Year Korean II,01,Seminar,M,4:40 pm - 7:40 pm
AAAS,480E,Race in Transnational History,01,Discussion,W,4:40 pm - 7:40 pm
AAAS,480H,"Haunting, Memory, Migrations",01,Seminar,M,1:10 pm - 4:10 pm
AAAS,480J,Feminist & Diasporic Perf. Art,01,Discussion,M,8:30 am - 11:30 am
AAAS,480S,Community Engagement,01,Discussion,M,3:30 pm - 6:30 pm
AAAS,480U,Teach. Chinese as Foreign Lang,01,Discussion,TR,10:05 am - 11:30 am
AAAS,480V,From Bombay to Bollywood,01,Discussion,MW,1:15 pm - 2:40 pm
AAAS,481R,Seminar in Translatn: Japanese,01,Discussion,TR,11:40 am - 1:05 pm
AAAS,483D,Critical Approaches:CHIN Cult.,01,Seminar,T,4:40 pm - 7:40 pm
AAAS,484F,Maritime Asia,01,Discussion,M,3:30 pm - 6:30 pm
AAAS,484G,China's Borderlands,01,Seminar,W,3:30 pm - 6:30 pm
AAAS,491,Practicum in Teaching,01,Independent Study,,TBA
AAAS,491,Practicum in Teaching,02,Independent Study,,TBA
AAAS,491,Practicum in Teaching,03,Independent Study,,TBA
AAAS,491,Practicum in Teaching,04,Independent Study,,TBA
AAAS,491,Practicum in Teaching,05,Independent Study,,TBA
AAAS,491,Practicum in Teaching,06,Independent Study,,TBA
AAAS,491,Practicum in Teaching,07,Independent Study,,TBA
AAAS,491,Practicum in Teaching,08,Independent Study,,TBA
AAAS,491,Practicum in Teaching,09,Independent Study,,TBA
AAAS,491,Practicum in Teaching,10,Independent Study,,TBA
AAAS,491,Practicum in Teaching,11,Independent Study,,TBA
AAAS,491,Practicum in Teaching,13,Independent Study,,TBA
AAAS,491,Practicum in Teaching,15,Independent Study,,TBA
AAAS,491,Practicum in Teaching,16,Independent Study,,TBA
AAAS,491,Practicum in Teaching,17,Independent Study,,TBA
AAAS,491,Practicum in Teaching,18,Independent Study,,TBA
AAAS,491,Practicum in Teaching,19,Independent Study,,TBA
AAAS,491,Practicum in Teaching,20,Independent Study,,TBA
AAAS,491,Practicum in Teaching,21,Independent Study,,TBA
AAAS,491,Practicum in Teaching,22,Independent Study,,TBA
AAAS,491,Practicum in Teaching,23,Independent Study,,TBA
AAAS,491,Practicum in Teaching,24,Independent Study,,TBA
AAAS,491,Practicum in Teaching,25,Independent Study,,TBA
AAAS,491,Practicum in Teaching,27,Independent Study,,TBA
AAAS,495,Internship in AAAS,01,Internship,,TBA
AAAS,497,Independent Study,06,Independent Study,,TBA
AAAS,497,Independent Study,10,Independent Study,,TBA
AAAS,497,Independent Study,13,Independent Study,,TBA
AAAS,497,Independent Study,20,Independent Study,,TBA
AAAS,497,Independent Study,23,Independent Study,,TBA
AAAS,497,Independent Study,27,Independent Study,,TBA
AAAS,499,Honors Thesis II,01,Independent Study,,TBA
AAAS,499,Honors Thesis II,06,Independent Study,,TBA
AAAS,499,Honors Thesis II,19,Independent Study,,TBA
AAAS,499,Honors Thesis II,23,Independent Study,,TBA
AAAS,530,Trauma in JPN Lit & Film,90,Lecture,TR,8:30 am - 9:55 am
AAAS,580D,Critical Approaches:CHIN Cult.,01,Seminar,T,4:40 pm - 7:40 pm
AAAS,580F,Race in Transnational History,01,Seminar,W,4:40 pm - 7:40 pm
AAAS,580H,Fourth Year Korean II,01,Seminar,M,4:40 pm - 7:40 pm
AAAS,580Y,Teach. Chinese as Foreign Lang,01,Seminar,TR,10:05 am - 11:30 am
AAAS,582B,Seminar in Translatn: Japanese,01,Seminar,TR,11:40 am - 1:05 pm
AAAS,595,Internship,19,Internship,,TBA
AAAS,597,Independent Study,04,Independent Study,,TBA
AAAS,597,Independent Study,05,Independent Study,,TBA
AAAS,597,Independent Study,06,Independent Study,,TBA
AAAS,597,Independent Study,07,Independent Study,,TBA
AAAS,597,Independent Study,08,Independent Study,,TBA
AAAS,597,Independent Study,09,Independent Study,,TBA
AAAS,597,Independent Study,10,Independent Study,,TBA
AAAS,597,Independent Study,13,Independent Study,,TBA
AAAS,597,Independent Study,15,Independent Study,,TBA
AAAS,597,Independent Study,16,Independent Study,,TBA
AAAS,597,Independent Study,17,Independent Study,,TBA
AAAS,597,Independent Study,18,Independent Study,,TBA
AAAS,597,Independent Study,19,Independent Study,,TBA
AAAS,597,Independent Study,20,Independent Study,,TBA
AAAS,597,Independent Study,21,Independent Study,,TBA
AAAS,597,Independent Study,22,Independent Study,,TBA
AAAS,597,Independent Study,23,Independent Study,,TBA
AAAS,599,Thesis,04,Independent Study,,TBA
AAAS,599,Thesis,05,Independent Study,,TBA
AAAS,599,Thesis,13,Independent Study,,TBA
AAAS,599,Thesis,14,Independent Study,,TBA
AAAS,599,Thesis,16,Independent Study,,TBA
AAAS,599,Thesis,17,Independent Study,,TBA
AAAS,599,Thesis,18,Independent Study,,TBA
AAAS,599,Thesis,19,Independent Study,,TBA
AAAS,599,Thesis,21,Independent Study,,TBA
AAAS,599,Thesis,23,Independent Study,,TBA
ACCT,211,Financial Accounting,A01,Discussion,TR,1:15 pm - 2:40 pm
ACCT,211,Financial Accounting,A02,Discussion,TR,1:15 pm - 2:40 pm
ACCT,211,Financial Accounting (ACT),A50,Activity,M,10:50 am - 11:50 am
ACCT,211,Financial Accounting,A51,Activity,W,10:50 am - 11:50 am
ACCT,211,Financial Accounting (ACT),A52,Activity,F,8:30 am - 9:30 am
ACCT,211,Financial Accounting (ACT),A53,Activity,M,4:40 pm - 5:50 pm
ACCT,211,Financial Accounting (ACT),A54,Activity,W,4:40 pm - 5:40 pm
ACCT,211,Financial Accounting (ACT),A55,Activity,M,7:00 pm - 8:00 pm
ACCT,211,Financial Accounting (ACT),A56,Activity,M,5:50 pm - 6:50 pm
ACCT,211,Financial Accounting (ACT),A57,Activity,W,5:50 pm - 6:50 pm
ACCT,211,Financial Accounting,A58,Activity,W,7:00 pm - 8:00 pm
ACCT,211,Financial Accounting,A59,Activity,M,1:10 pm - 2:10 pm
ACCT,212,Managerial Accounting,01,Discussion,MW,6:00 pm - 7:25 pm
ACCT,212,Managerial Accounting,02,Discussion,MW,7:35 pm - 9:00 pm
ACCT,305,Cost Accounting,01,Discussion,MW,11:40 am - 1:05 pm
ACCT,305,Cost Accounting,02,Discussion,MW,2:50 pm - 4:15 pm
ACCT,305,Cost Accounting,03,Discussion,MW,4:25 pm - 5:50 pm
ACCT,305,Cost Accounting,04,Discussion,MW,6:00 pm - 7:25 pm
ACCT,311,Intermed Accounting Theory I,01,Discussion,TR,8:30 am - 9:55 am
ACCT,311,Intermed Accounting Theory I,02,Discussion,TR,10:05 am - 11:30 am
ACCT,311,Intermed Accounting Theory I,03,Discussion,MW,6:00 pm - 7:25 pm
ACCT,312,Intermediate Acctg Theory II,01,Discussion,TR,1:15 pm - 2:40 pm
ACCT,312,Intermediate Acctg Theory II,02,Discussion,TR,2:50 pm - 4:15 pm
ACCT,312,Intermediate Acctg Theory II,03,Discussion,MW,8:30 am - 9:55 am
ACCT,312,Intermediate Acctg Theory II,04,Discussion,MW,10:05 am - 11:30 am
ACCT,460,Auditing,01,Discussion,MW,8:30 am - 9:55 am
ACCT,460,Auditing,02,Discussion,MW,10:05 am - 11:30 am
ACCT,460,Auditing,03,Discussion,TR,8:30 am - 9:55 am
ACCT,460,Auditing,04,Discussion,TR,10:05 am - 11:30 am
ACCT,476,Entity Taxation,01,Discussion,TR,4:25 pm - 5:50 pm
ACCT,476,Entity Taxation,02,Discussion,TR,6:00 pm - 7:25 pm
ACCT,495,Internship,16,Internship,,TBA
ACCT,497,Readings And Research,05,Independent Study,,TBA
ACCT,497,Readings And Research,12,Independent Study,,TBA
ACCT,497,Readings And Research,22,Independent Study,,TBA
ACCT,497,Readings And Research,28,Independent Study,,TBA
ACCT,497,Readings And Research,94,Independent Study,,TBA
ACCT,540,Financial Accounting Theory,01,Discussion,TR,10:05 am - 11:30 am
ACCT,540,Financial Accounting Theory,02,Discussion,TR,1:15 pm - 2:40 pm
ACCT,541,Audit & Managerial ACCT Theory,01,Discussion,TR,10:05 am - 11:30 am
ACCT,541,Audit & Managerial ACCT Theory,02,Discussion,TR,1:15 pm - 2:40 pm
ACCT,550,Accounting Information Systems,01,Discussion,MW,11:40 am - 1:05 pm
ACCT,550,Accounting Information Systems,02,Discussion,MW,1:15 pm - 2:40 pm
ACCT,555,Advanced Accounting Theory,01,Discussion,MW,2:50 pm - 4:15 pm
ACCT,555,Advanced Accounting Theory,02,Discussion,MW,4:25 pm - 5:50 pm
ACCT,573,Individual Tax,01,Discussion,TR,8:30 am - 9:55 am
ACCT,576,Entity Taxation,01,Discussion,TR,4:25 pm - 5:50 pm
ACCT,576,Entity Taxation,02,Discussion,TR,6:00 pm - 7:25 pm
ACCT,583D,International Tax,01,Discussion,M,6:00 pm - 8:30 pm
ACCT,583E,Taxation of  Entities & Owners,01,Discussion,TR,11:40 am - 1:05 pm
ACCT,583F,Taxation Capstone Project,01,Discussion,W,1:15 pm - 2:40 pm
ACCT,595,Internship,16,Internship,,TBA
ACCT,597,Independent Study,05,Independent Study,,TBA
ACCT,597,Independent Study,33,Independent Study,,TBA
ACCT,597,Independent Study,37,Independent Study,,TBA
ACCT,597,Independent Study,94,Independent Study,,TBA
ACCT,697,INDEPENDENT STUDY,12,Independent Study,,TBA
AFST,101,Intro To Africana Studies,90,Lecture,TR,11:40 am - 1:05 pm
AFST,101,Intro To Africana Studies,91,Lecture,TR,1:15 pm - 2:40 pm
AFST,171,Intro to African Religion,01,Discussion,TR,10:05 am - 11:30 am
AFST,188B,Intro to African Drumming,01,Discussion,MW,10:50 am - 11:50 am
AFST,229,Beginning African Dance,01,Discussion,MW,2:40 pm - 4:50 pm
AFST,229,Beginning African Dance,02,Discussion,MW,2:40 pm - 4:50 pm
AFST,251,Islamic Cultures in Africa,90,Discussion,TR,11:40 am - 1:05 pm
AFST,280D,Afro-Caribbean History&Culture,01,Discussion,MW,10:50 am - 12:15 pm
AFST,280E,The Modern Caribbean,01,Discussion,TR,11:40 am - 1:05 pm
AFST,280F,Latin@s in the U.S.,01,Discussion,MW,5:50 pm - 7:15 pm
AFST,317,African Women & Feminism,01,Discussion,M,3:30 pm - 6:30 pm
AFST,329,Advanced African Dance,01,Discussion,TR,2:50 pm - 5:00 pm
AFST,345,"Race, Philosophy and the Law",01,Discussion,W,3:30 pm - 6:30 pm
AFST,370,Relig Harmony in Islamic Spain,01,Discussion,TR,10:05 am - 11:30 am
AFST,380C,US War on Drugs & LatinAmerica,01,Discussion,W,1:40 pm - 4:40 pm
AFST,380E,Black Child and Adolescent Dev,01,Discussion,W,5:50 pm - 8:50 pm
AFST,380I,Social Justice,01,Discussion,W,5:50 pm - 8:50 pm
AFST,380S,Latin American Women,01,Seminar,T,6:00 pm - 9:00 pm
AFST,395,Internship,07,Internship,,TBA
AFST,397,Independent Study,01,Independent Study,,TBA
AFST,397,Independent Study,02,Independent Study,,TBA
AFST,397,Independent Study,03,Independent Study,,TBA
AFST,397,Independent Study,05,Independent Study,,TBA
AFST,397,Independent Study,06,Independent Study,,TBA
AFST,397,Independent Study,07,Independent Study,,TBA
AFST,397,Independent Study,08,Independent Study,,TBA
AFST,397,Independent Study,09,Independent Study,,TBA
AFST,397,Independent Study,14,Independent Study,,TBA
AFST,397,Independent Study,16,Independent Study,,TBA
AFST,475,West Meets East in N. Africa,01,Discussion,MW,2:20 pm - 3:45 pm
AFST,480B,"Haunting, Memory, Migrations",01,Seminar,M,1:10 pm - 4:10 pm
AFST,480F,Haiti's New Narratives,01,Discussion,TR,2:50 pm - 4:15 pm
AFST,480P,Color Line: African-Amer Art,01,Discussion,M,1:10 pm - 4:10 pm
AFST,480S,Feminist & Diasporic Perf. Art,01,Seminar,M,8:30 am - 11:30 am
AFST,480T,Africa and the World,01,Seminar,W,3:30 pm - 6:30 pm
AFST,481A,African American History,01,Discussion,M,3:30 pm - 6:30 pm
AFST,491,Practicum In College Teaching,01,Independent Study,,TBA
AFST,491,Practicum In College Teaching,07,Independent Study,,TBA
AFST,495,Internship Project,01,Internship,,TBA
AFST,497,Advanced Independent Study,01,Independent Study,,TBA
AFST,497,Advanced Independent Study,03,Independent Study,,TBA
AFST,497,Advanced Independent Study,04,Independent Study,,TBA
AFST,497,Advanced Independent Study,07,Independent Study,,TBA
AFST,497,Advanced Independent Study,08,Independent Study,,TBA
AFST,497,Advanced Independent Study,09,Independent Study,,TBA
AFST,497,Advanced Independent Study,14,Independent Study,,TBA
AFST,497,Advanced Independent Study,16,Independent Study,,TBA
AFST,499,Afst Honors Thesis,01,Independent Study,,TBA
AFST,499,Afst Honors Thesis,02,Independent Study,,TBA
AFST,499,Afst Honors Thesis,03,Independent Study,,TBA
ANTH,118,IntroTo Linguistic Struct(LEC),A 0,Lecture,TR,4:25 pm - 5:50 pm
ANTH,118,IntroTo Linguistic Struct(ACT),A50,Activity,F,8:30 am - 9:30 am
ANTH,118,IntroTo Linguistic Struct(ACT),A51,Activity,F,9:40 am - 10:40 am
ANTH,118,IntroTo Linguistic Struct(ACT),A52,Activity,F,10:50 am - 11:50 am
ANTH,118,IntroTo Linguistic Struct(ACT),A53,Activity,F,12:00 pm - 1:00 pm
ANTH,125,Buried Cities & Lost Tribes,A 0,Lecture,TR,2:50 pm - 4:15 pm
ANTH,125,Buried Cities & Lost Tribes,A03,Discussion,M,9:40 am - 10:40 am
ANTH,125,Buried Cities & Lost Tribes,A04,Discussion,M,10:50 am - 11:50 am
ANTH,125,Buried Cities & Lost Tribes,A05,Discussion,M,12:00 pm - 1:00 pm
ANTH,125,Buried Cities & Lost Tribes,A06,Discussion,M,1:10 pm - 2:10 pm
ANTH,125,Buried Cities & Lost Tribes,A07,Discussion,M,2:20 pm - 3:20 pm
ANTH,125,Buried Cities & Lost Tribes,A08,Discussion,M,4:40 pm - 5:40 pm
ANTH,125,Buried Cities & Lost Tribes,A10,Discussion,M,4:40 pm - 5:40 pm
ANTH,166,Intro To Social Anth (LEC),90,Lecture,TR,2:50 pm - 4:15 pm
ANTH,166,Intro to Sociocultural Anth,91,Lecture,TR,4:25 pm - 5:50 pm
ANTH,168,Intro To Biological Anthro,A 0,Lecture,TR,11:40 am - 1:05 pm
ANTH,168,Intro To Biological Anthro,A50,Activity,M,9:40 am - 10:40 am
ANTH,168,Intro To Biological Anthro,A51,Activity,M,10:50 am - 11:50 am
ANTH,168,Intro To Biological Anthro,A52,Activity,M,12:00 pm - 1:00 pm
ANTH,168,Intro To Biological Anthro,A53,Activity,M,1:10 pm - 2:10 pm
ANTH,168,Intro To Biological Anthro,A54,Activity,M,2:20 pm - 3:20 pm
ANTH,168,Intro To Biological Anthro,A55,Activity,M,3:30 pm - 4:30 pm
ANTH,168,Intro To Biological Anthro,A56,Activity,M,4:40 pm - 5:40 pm
ANTH,168,Intro To Biological Anthro,A57,Activity,T,10:05 am - 11:05 am
ANTH,168,Intro To Biological Anthro,A58,Activity,T,8:30 pm - 9:30 pm
ANTH,168,Intro To Biological Anthro,A59,Activity,T,1:15 pm - 2:15 pm
ANTH,205,MolecularAnthropology Method I,A 0,Lecture,TR,10:05 am - 11:05 am
ANTH,205,MolecularAnthropology Method I,A51,Activity,TR,11:40 am - 2:40 pm
ANTH,205,MolecularAnthropology Method I,A52,Activity,TR,2:50 pm - 5:50 pm
ANTH,206,FRI Community Public Health I,A 0,Lecture,W,10:50 am - 12:50 pm
ANTH,206,FRI Community Public Health I,A51,Activity,TR,11:40 am - 2:40 pm
ANTH,206,FRI Community Public Health I,A52,Activity,TR,2:50 pm - 5:50 pm
ANTH,220,Human Futures,90,Lecture,TR,10:05 am - 11:30 am
ANTH,234,Archaeology and Art,01,Discussion,TR,1:15 pm - 2:40 pm
ANTH,245,"Bones, Bugs & Forensic Science",A 0,Lecture,MWF,12:00 pm - 1:00 pm
ANTH,245,"Bones, Bugs & Forensic Science",A03,Discussion,T,10:05 am - 11:05 am
ANTH,245,"Bones, Bugs & Forensic Science",A04,Discussion,R,10:05 am - 11:05 am
ANTH,245,"Bones, Bugs & Forensic Science",A05,Discussion,T,11:40 am - 12:40 pm
ANTH,245,"Bones, Bugs & Forensic Science",A06,Discussion,R,11:40 am - 12:40 pm
ANTH,245,"Bones, Bugs & Forensic Science",A07,Discussion,T,1:15 pm - 2:15 pm
ANTH,245,"Bones, Bugs & Forensic Science",A08,Discussion,R,1:15 pm - 2:15 pm
ANTH,245,"Bones, Bugs & Forensic Science",A09,Discussion,T,2:50 pm - 3:50 pm
ANTH,245,"Bones, Bugs & Forensic Science",A10,Discussion,R,2:50 pm - 3:50 pm
ANTH,249,Introduction to Epidemiology,90,Lecture,MWF,8:30 am - 9:30 am
ANTH,262,Ancient Civilizations of Peru,01,Discussion,MWF,10:50 am - 11:50 am
ANTH,280C,Cultures and Society in Israel,01,Discussion,TR,10:05 am - 11:30 am
ANTH,280E,Pre-Columbian Art & Architect.,01,Discussion,TR,2:50 pm - 4:15 pm
ANTH,280G,Intro To Africana Studies,01,Discussion,TR,11:40 am - 1:05 pm
ANTH,280G,Intro To Africana Studies,02,Discussion,TR,1:15 pm - 2:40 pm
ANTH,280J,The Modern Caribbean,01,Discussion,TR,11:40 am - 1:05 pm
ANTH,280L,Intro to African Religion,01,Discussion,TR,10:05 am - 11:30 am
ANTH,280U,Art in the Ancient Greek World,01,Discussion,TR,11:40 am - 1:05 pm
ANTH,280V,Islamic Cultures in Africa,01,Discussion,TR,11:40 am - 1:05 pm
ANTH,280W,Pyramids of Egypt,01,Discussion,MWF,1:10 pm - 2:10 pm
ANTH,300,Hist.Anthropological Thought,01,Discussion,MWF,2:20 pm - 3:20 pm
ANTH,333,Human Genetics,01,Discussion,TR,10:05 am - 11:30 am
ANTH,336,Human Skeleton,01,Discussion,TR,6:00 pm - 7:25 pm
ANTH,337,Human Biological Variation,01,Discussion,MWF,10:50 am - 11:50 am
ANTH,347,Archaeology & the Media,01,Discussion,TR,11:40 am - 1:05 pm
ANTH,364,Political Anthropology,01,Discussion,TR,11:40 am - 1:05 pm
ANTH,373,Zooarchaeology,01,Discussion,TR,2:50 pm - 4:15 pm
ANTH,374,Archaeology Of The Middle East,01,Discussion,MWF,9:40 am - 10:40 am
ANTH,380F,Culture & Lang of the NW Coast,01,Discussion,MWF,1:10 pm - 2:10 pm
ANTH,380G,Arch of Death & Burials,01,Discussion,TR,8:30 am - 9:55 am
ANTH,392,Cross-Cultural Immersion,01,Discussion,,TBA
ANTH,392,Cross-Cultural Immersion,02,Discussion,,TBA
ANTH,392,Cross-Cultural Immersion,03,Discussion,,TBA
ANTH,393,Basic Research in Anthro,03,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,08,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,22,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,23,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,28,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,33,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,34,Independent Study,T,1:15 pm - 2:40 pm
ANTH,393,Basic Research in Anthro,39,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,40,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,43,Independent Study,,TBA
ANTH,393,Basic Research in Anthro,44,Independent Study,,TBA
ANTH,465,The Body,01,Seminar,M,4:20 pm - 7:20 pm
ANTH,480A,Global Social Theory,01,Discussion,TR,4:25 pm - 5:50 pm
ANTH,480D,"Aesthetics, Politics, Religion",01,Discussion,M,4:25 pm - 7:25 pm
ANTH,480G,Archaeology of Domestication,01,Seminar,M,1:10 pm - 4:10 pm
ANTH,480H,Archaeology of the SW US,01,Discussion,T,10:05 am - 1:05 pm
ANTH,480O,International Health,01,Discussion,TR,1:15 pm - 2:40 pm
ANTH,480P,West Meets East in N. Africa,01,Discussion,MW,2:20 pm - 3:45 pm
ANTH,480R,Social Health Amg AfrAmericans,01,Discussion,TR,2:50 pm - 4:15 pm
ANTH,480T,Human Migration & Disease,01,Discussion,M,1:10 pm - 4:10 pm
ANTH,480Y,Spatial Analysis Anth & Geol,01,Discussion,F,8:30 am - 11:30 am
ANTH,480Y,Spatial Analysis Anth & Geol,01,Discussion,F,12:00 pm - 1:00 pm
ANTH,480Z,"Consumption,Culture&Modernity",01,Discussion,W,4:25 pm - 7:25 pm
ANTH,490A,Global Studies Capstone Sem,01,Discussion,R,1:15 pm - 2:40 pm
ANTH,490A,Global Studies Capstone Sem,02,Discussion,T,6:00 pm - 7:25 pm
ANTH,490A,Global Studies Capstone Sem,03,Discussion,T,4:25 pm - 5:50 pm
ANTH,490B,Global Studies Capstone Sem,01,Discussion,R,1:15 pm - 2:40 pm
ANTH,490B,Global Studies Capstone Sem,02,Discussion,T,6:00 pm - 7:25 pm
ANTH,490B,Global Studies Capstone Sem,03,Discussion,T,4:25 pm - 5:50 pm
ANTH,491,Practicum In College Teaching,03,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,04,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,05,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,06,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,07,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,08,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,09,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,10,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,11,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,12,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,13,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,14,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,15,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,21,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,22,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,23,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,24,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,28,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,30,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,31,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,32,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,33,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,34,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,37,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,38,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,39,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,40,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,41,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,42,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,43,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,44,Independent Study,,TBA
ANTH,491,Practicum In College Teaching,46,Independent Study,,TBA
ANTH,493,Advanced Research in Anthro,03,Independent Study,,TBA
ANTH,493,Advanced Research in Anthro,08,Independent Study,,TBA
ANTH,493,Advanced Research in Anthro,11,Independent Study,,TBA
ANTH,493,Advanced Research in Anthro,22,Independent Study,,TBA
ANTH,493,Advanced Research in Anthro,23,Independent Study,,TBA
ANTH,493,Advanced Research in Anthro,28,Independent Study,,TBA
ANTH,493,Advanced Research in Anthro,33,Independent Study,,TBA
